"rank_abs_delta","parid","county","acres_2020","acres_2026","n_tcc_pixels","mean_tcc_2020","mean_tcc_2025","delta_pp","abs_delta_pp","owner_type_2020","owner_type_2026","owner_type_changed","still_in_cfp_2026"
688,"11979","Keweenaw",160,160,702,46.511396011396,50.1296296296296,3.61823361823362,3.61823361823362,"Forest Industry","Forest Industry",FALSE,TRUE
689,"16846","Keweenaw",80,80,354,69.5423728813559,73.1553672316384,3.61299435028249,3.61299435028249,"Forest Industry","Other Business",TRUE,TRUE
690,"17939","Houghton",80,80,358,71.0782122905028,74.6871508379888,3.60893854748603,3.60893854748603,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
691,"10268","Houghton",160,160,710,80.5408450704225,76.9323943661972,-3.60845070422535,3.60845070422535,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
692,"17541","Houghton",40,40,179,79.4245810055866,83.0223463687151,3.59776536312849,3.59776536312849,"Forest Industry","Forest Industry",FALSE,TRUE
693,"16991","Houghton",198.15,198.15,797,77.7892095357591,74.1944792973651,-3.59473023839398,3.59473023839398,"Forest Industry","Forest Industry",FALSE,TRUE
694,"19738","Keweenaw",160,160,699,69.2589413447783,72.8326180257511,3.57367668097282,3.57367668097282,"Forest Industry","Other Business",TRUE,TRUE
695,"10166","Houghton",640,640,2893,78.123746975458,74.5592810231593,-3.56446595229866,3.56446595229866,"Forest Industry","Forest Industry",FALSE,TRUE
696,"16855","Keweenaw",35.42,35.42,156,77.2179487179487,73.6538461538462,-3.56410256410255,3.56410256410255,"Forest Industry","Forest Industry",FALSE,TRUE
697,"23209","Keweenaw",160,160,716,70.5223463687151,74.0782122905028,3.55586592178771,3.55586592178771,"Forest Industry","Other Business",TRUE,TRUE
698,"19261","Houghton",80,80,359,73.08356545961,76.6378830083565,3.55431754874651,3.55431754874651,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
699,"29397","Houghton",80,80,366,80.0546448087432,83.6010928961749,3.5464480874317,3.5464480874317,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
700,"817","Keweenaw",640,640,2814,82.0209665955935,78.4804548685146,-3.54051172707889,3.54051172707889,"Forest Industry","Forest Industry",FALSE,TRUE
701,"341","Houghton",40,40,191,69.0785340314136,65.5392670157068,-3.5392670157068,3.5392670157068,"Forest Industry","Forest Industry",FALSE,TRUE
702,"18014","Keweenaw",480,480,2063,71.4958797867184,75.0295685894329,3.53368880271449,3.53368880271449,"Forest Industry","Forest Industry",FALSE,TRUE
703,"10290","Houghton",480,480,1980,77.619696969697,81.15,3.53030303030303,3.53030303030303,"Forest Industry","Forest Industry",FALSE,TRUE
704,"10224","Houghton",40,NA,179,68.0391061452514,64.5139664804469,-3.52513966480447,3.52513966480447,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
705,"5207","Keweenaw",40,NA,182,68.5604395604396,65.043956043956,-3.51648351648352,3.51648351648352,"Forest Industry","non-CFP in 2026",FALSE,FALSE
706,"17487","Houghton",80,80,355,76.4,79.9154929577465,3.51549295774647,3.51549295774647,"Forest Industry","Forest Industry",FALSE,TRUE
707,"5086","Houghton",80,80,368,68.3423913043478,64.8315217391304,-3.51086956521739,3.51086956521739,"Forest Industry","Forest Industry",FALSE,TRUE
708,"4940","Houghton",40,40,180,68.9166666666667,65.4166666666667,-3.5,3.5,"Forest Industry","Forest Industry",FALSE,TRUE
709,"28039","Houghton",80,80,261,79.2835249042146,82.7701149425287,3.48659003831418,3.48659003831418,"Forest Industry","Forest Industry",FALSE,TRUE
710,"31153","Keweenaw",560,560,2513,76.7425387982491,73.2610425785913,-3.48149621965777,3.48149621965777,"Forest Industry","Forest Industry",FALSE,TRUE
711,"11956","Keweenaw",120,120,536,76.8805970149254,80.3582089552239,3.47761194029852,3.47761194029852,"Forest Industry","Forest Industry",FALSE,TRUE
712,"17983","Keweenaw",152.18,152.18,719,64.8636995827538,68.3324061196106,3.46870653685674,3.46870653685674,"Forest Industry","Other Business",TRUE,TRUE
713,"776","Keweenaw",160,NA,716,66.8631284916201,70.3240223463687,3.4608938547486,3.4608938547486,"Forest Industry","non-CFP in 2026",FALSE,FALSE
714,"17504","Houghton",329.04,329.04,1468,78.767029972752,75.3065395095368,-3.46049046321525,3.46049046321525,"Forest Industry","Forest Industry",FALSE,TRUE
715,"10217","Houghton",640,640,2776,71.289265129683,74.7424351585014,3.45317002881843,3.45317002881843,"Forest Industry","Forest Industry",FALSE,TRUE
716,"22752","Keweenaw",40,40,176,71.0738636363636,74.5,3.42613636363636,3.42613636363636,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
717,"10242","Houghton",120,120,547,82.7586837294333,79.345521023766,-3.41316270566728,3.41316270566728,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
718,"10177","Houghton",80,80,363,80.0137741046832,83.4214876033058,3.4077134986226,3.4077134986226,"Forest Industry","Forest Industry",FALSE,TRUE
719,"32488","Houghton",74.24,74.24,356,65.5842696629213,68.9915730337079,3.40730337078652,3.40730337078652,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
720,"18879","Houghton",40,NA,188,75.8882978723404,72.5053191489362,-3.38297872340426,3.38297872340426,"Forest Industry","non-CFP in 2026",FALSE,FALSE
721,"5153","Houghton",160,160,715,79.7244755244755,76.3496503496503,-3.37482517482518,3.37482517482518,"Forest Industry","Forest Industry",FALSE,TRUE
722,"10122","Houghton",40,40,179,81.3798882681564,78.0055865921788,-3.37430167597765,3.37430167597765,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
723,"22074","Houghton",320,320,1491,81.1455399061033,77.7719651240778,-3.37357478202549,3.37357478202549,"Forest Industry","Forest Industry",FALSE,TRUE
724,"12079","Keweenaw",240,240,1076,69.5631970260223,72.9349442379182,3.37174721189591,3.37174721189591,"Forest Industry","Forest Industry",FALSE,TRUE
725,"28771","Houghton",40,NA,181,70.7016574585635,74.0718232044199,3.37016574585635,3.37016574585635,"Forest Industry","non-CFP in 2026",FALSE,FALSE
726,"17474","Houghton",158.05,158.05,740,77.9324324324324,81.2972972972973,3.36486486486486,3.36486486486486,"Forest Industry","Private Individual(s)",TRUE,TRUE
727,"5288","Keweenaw",320,NA,1397,73.6342161775233,76.9971367215462,3.3629205440229,3.3629205440229,"Forest Industry","non-CFP in 2026",FALSE,FALSE
728,"18998","Keweenaw",80,80,352,70.1448863636364,73.4772727272727,3.33238636363637,3.33238636363637,"Forest Industry","Other Business",TRUE,TRUE
729,"22046","Keweenaw",160,NA,725,61.5475862068966,64.8758620689655,3.32827586206896,3.32827586206896,"Forest Industry","non-CFP in 2026",FALSE,FALSE
730,"27109","Keweenaw",160,160,701,46.2781740370899,49.5991440798859,3.32097004279601,3.32097004279601,"Forest Industry","Forest Industry",FALSE,TRUE
731,"6085","Houghton",79.5,79.5,352,74.0113636363636,77.3238636363636,3.3125,3.3125,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
732,"17988","Keweenaw",160,160,718,75.0153203342618,78.3161559888579,3.3008356545961,3.3008356545961,"Forest Industry","Other Business",TRUE,TRUE
733,"16099","Houghton",629.6,629.6,2930,76.9501706484642,80.2505119453925,3.30034129692832,3.30034129692832,"Forest Industry","Forest Industry",FALSE,TRUE
734,"30310","Keweenaw",318.2,318.2,1420,74.4823943661972,77.7823943661972,3.3,3.3,"Forest Industry","Other Business",TRUE,TRUE
735,"11998","Keweenaw",640,640,2834,77.8546224417784,81.1503175723359,3.29569513055752,3.29569513055752,"Forest Industry","Other Business",TRUE,TRUE
736,"4945","Houghton",80,80,359,76.941504178273,80.2339832869081,3.29247910863509,3.29247910863509,"Forest Industry","Forest Industry",FALSE,TRUE
737,"16114","Houghton",640,640,2905,80.2481927710843,76.9617900172117,-3.28640275387264,3.28640275387264,"Forest Industry","Forest Industry",FALSE,TRUE
738,"29553","Houghton",320,320,1464,78.3517759562842,81.6181693989071,3.26639344262294,3.26639344262294,"Private Individual(s)","Trust",TRUE,TRUE
739,"16132","Houghton",640,640,2839,78.4550898203593,81.7178584008454,3.2627685804861,3.2627685804861,"Forest Industry","Forest Industry",FALSE,TRUE
740,"29956","Keweenaw",465.41,465.41,2169,76.7399723374827,80.0004610419548,3.26048870447211,3.26048870447211,"Forest Industry","Other Business",TRUE,TRUE
741,"17629","Houghton",125.72,125.72,627,65.9282296650718,69.1802232854864,3.25199362041468,3.25199362041468,"Forest Industry","Trust",TRUE,TRUE
742,"23159","Houghton",40,40,178,82.1011235955056,78.8539325842697,-3.24719101123596,3.24719101123596,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
743,"19764","Keweenaw",320,320,1452,66.6287878787879,69.8615702479339,3.23278236914601,3.23278236914601,"Forest Industry","Other Business",TRUE,TRUE
744,"30343","Houghton",80.92,80.92,367,77.7574931880109,80.9782016348774,3.22070844686648,3.22070844686648,"Private Individual(s)","Private Group",TRUE,TRUE
745,"29932","Houghton",212,212,988,74.0192307692308,77.2398785425101,3.22064777327935,3.22064777327935,"Other Business","Other Business",FALSE,TRUE
746,"32556","Houghton",40,40,186,79.8118279569892,83.0268817204301,3.21505376344086,3.21505376344086,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
747,"16146","Houghton",40,40,187,79.6791443850267,82.8877005347594,3.20855614973263,3.20855614973263,"Forest Industry","Forest Industry",FALSE,TRUE
748,"23208","Keweenaw",145.05,145.05,661,72.7912254160363,75.9954614220877,3.20423600605143,3.20423600605143,"Forest Industry","Other Business",TRUE,TRUE
749,"4988","Houghton",80,80,371,78.2964959568733,81.4986522911051,3.2021563342318,3.2021563342318,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
750,"30097","Houghton",40,40,188,77.0797872340426,80.281914893617,3.20212765957447,3.20212765957447,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
751,"27088","Keweenaw",40,40,180,76.1833333333333,79.3833333333333,3.2,3.2,"Forest Industry","Other Business",TRUE,TRUE
752,"6117","Keweenaw",160,160,720,71.6777777777778,68.4847222222222,-3.19305555555556,3.19305555555556,"Forest Industry","Forest Industry",FALSE,TRUE
753,"30473","Houghton",40,40,157,73.2484076433121,76.4331210191083,3.18471337579618,3.18471337579618,"Forest Industry","Private Individual(s)",TRUE,TRUE
754,"12004","Keweenaw",320,320,1424,77.059691011236,80.2183988764045,3.15870786516854,3.15870786516854,"Forest Industry","Other Business",TRUE,TRUE
755,"4218","Keweenaw",40,40,177,72.1920903954802,75.3502824858757,3.15819209039549,3.15819209039549,"Forest Industry","Other Business",TRUE,TRUE
756,"781","Keweenaw",160,160,716,70.8393854748603,73.9972067039106,3.15782122905028,3.15782122905028,"Forest Industry","Forest Industry",FALSE,TRUE
757,"18541","Houghton",160,160,709,33.3864598025388,36.5373765867419,3.1509167842031,3.1509167842031,"Forest Industry","Forest Industry",FALSE,TRUE
758,"22729","Houghton",35,35,157,68.7197452229299,71.8662420382166,3.14649681528662,3.14649681528662,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
759,"10420","Houghton",320,320,1423,79.7652846099789,76.6317638791286,-3.13352073085032,3.13352073085032,"Forest Industry","Forest Industry",FALSE,TRUE
760,"5294","Keweenaw",160,160,724,72.1519337016575,75.2776243093923,3.12569060773481,3.12569060773481,"Forest Industry","Forest Industry",FALSE,TRUE
761,"12068","Keweenaw",320,320,1408,81.1875,78.0632102272727,-3.12428977272727,3.12428977272727,"Forest Industry","Forest Industry",FALSE,TRUE
762,"23253","Keweenaw",182.57,182.57,827,69.0181378476421,72.1390568319226,3.12091898428054,3.12091898428054,"Forest Industry","Other Business",TRUE,TRUE
763,"27749","Houghton",40,40,180,61.2944444444444,64.4111111111111,3.11666666666667,3.11666666666667,"Other","Other",FALSE,TRUE
764,"17509","Houghton",33.94,33.94,181,61.7845303867403,58.6685082872928,-3.11602209944751,3.11602209944751,"Forest Industry","Forest Industry",FALSE,TRUE
765,"31059","Keweenaw",465,465,2021,81.9544779811974,78.8426521523998,-3.11182582879762,3.11182582879762,"Forest Industry","Forest Industry",FALSE,TRUE
766,"26025","Houghton",78.4,78.4,346,50.0404624277457,53.150289017341,3.10982658959537,3.10982658959537,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
767,"21110","Houghton",160,160,712,77.9283707865169,81.0379213483146,3.10955056179776,3.10955056179776,"Private Individual(s)","Other Business",TRUE,TRUE
768,"5070","Houghton",40,40,178,66.5449438202247,63.438202247191,-3.1067415730337,3.1067415730337,"Forest Industry","Forest Industry",FALSE,TRUE
769,"10160","Houghton",326.68,326.68,1466,80.0961800818554,76.9911323328786,-3.10504774897682,3.10504774897682,"Forest Industry","Forest Industry",FALSE,TRUE
770,"10298","Houghton",320,320,1438,77.702364394993,80.807371349096,3.10500695410293,3.10500695410293,"Forest Industry","Trust",TRUE,TRUE
771,"4902","Houghton",47,47,245,70.334693877551,73.4326530612245,3.09795918367347,3.09795918367347,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
772,"32626","Houghton",320,320,1434,75.4504881450488,78.5425383542538,3.09205020920503,3.09205020920503,"Private Individual(s)","Forest Industry",TRUE,TRUE
773,"31601","Houghton",76.81,76.81,341,67.5073313782991,70.5689149560117,3.06158357771261,3.06158357771261,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
774,"10360","Houghton",320,320,1474,73.2713704206242,76.3208955223881,3.0495251017639,3.0495251017639,"Forest Industry","Forest Industry",FALSE,TRUE
775,"19751","Keweenaw",40,40,180,66.7444444444444,69.7833333333333,3.03888888888889,3.03888888888889,"Forest Industry","Other Business",TRUE,TRUE
776,"30441","Houghton",80,NA,363,76.0798898071625,79.1046831955923,3.02479338842976,3.02479338842976,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
777,"22025","Keweenaw",160,160,720,75.7458333333333,78.7625,3.01666666666667,3.01666666666667,"Forest Industry","Other Business",TRUE,TRUE
778,"4938","Houghton",80,80,357,45.9243697478992,42.9103641456583,-3.01400560224089,3.01400560224089,"Forest Industry","Forest Industry",FALSE,TRUE
779,"10356","Houghton",600,600,2815,76.8884547069272,79.9008880994671,3.01243339253996,3.01243339253996,"Forest Industry","Forest Industry",FALSE,TRUE
780,"21465","Keweenaw",40,40,178,74.623595505618,77.6348314606742,3.01123595505619,3.01123595505619,"Forest Industry","Other Business",TRUE,TRUE
781,"31966","Houghton",40,40,179,76.6536312849162,79.6648044692737,3.01117318435755,3.01117318435755,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
782,"12069","Keweenaw",280,280,1232,77.8603896103896,80.8693181818182,3.00892857142858,3.00892857142858,"Forest Industry","Forest Industry",FALSE,TRUE
783,"17533","Houghton",40,40,178,77.1685393258427,80.1741573033708,3.00561797752809,3.00561797752809,"Forest Industry","Private Individual(s)",TRUE,TRUE
784,"4944","Houghton",159.17,159.17,717,76.8284518828452,79.8326359832636,3.00418410041841,3.00418410041841,"Forest Industry","Forest Industry",FALSE,TRUE
785,"35427","Houghton",40,40,180,72.3555555555556,75.35,2.99444444444444,2.99444444444444,"Forest Industry","Forest Industry",FALSE,TRUE
786,"29551","Houghton",24,24,179,61.3016759776536,64.2905027932961,2.98882681564245,2.98882681564245,"Private Individual(s)","Trust",TRUE,TRUE
787,"35028","Houghton",40,40,181,79.7348066298343,82.7182320441989,2.98342541436465,2.98342541436465,"Forest Industry","Forest Industry",FALSE,TRUE
788,"16262","Keweenaw",80,80,348,78.7988505747126,81.7816091954023,2.98275862068965,2.98275862068965,"Forest Industry","Forest Industry",FALSE,TRUE
789,"863","Houghton",40.02,40.02,187,80.2887700534759,83.2673796791444,2.97860962566845,2.97860962566845,"Private Individual(s)","Trust",TRUE,TRUE
790,"12000","Keweenaw",80,80,349,81.2779369627507,84.2550143266476,2.97707736389685,2.97707736389685,"Forest Industry","Other Business",TRUE,TRUE
791,"11974","Keweenaw",643.2,643.2,2906,77.5055058499656,80.4693737095664,2.96386785960082,2.96386785960082,"Forest Industry","Forest Industry",FALSE,TRUE
792,"21113","Houghton",80,80,352,79.7357954545455,82.6988636363636,2.96306818181819,2.96306818181819,"Private Individual(s)","Other Business",TRUE,TRUE
793,"28974","Houghton",40,40,158,76.8354430379747,73.8860759493671,-2.9493670886076,2.9493670886076,"Forest Industry","Forest Industry",FALSE,TRUE
794,"31313","Keweenaw",160,160,730,75.5123287671233,78.4602739726027,2.94794520547944,2.94794520547944,"Forest Industry","Other Business",TRUE,TRUE
795,"5079","Houghton",40,40,183,78.6229508196721,81.5628415300546,2.93989071038251,2.93989071038251,"Forest Industry","Forest Industry",FALSE,TRUE
796,"12047","Keweenaw",80,80,355,78.4816901408451,75.5774647887324,-2.90422535211268,2.90422535211268,"Forest Industry","Forest Industry",FALSE,TRUE
797,"32264","Houghton",40,40,183,74.5956284153006,77.4918032786885,2.89617486338797,2.89617486338797,"Forest Industry","Forest Industry",FALSE,TRUE
798,"22027","Keweenaw",160,160,712,70.9761235955056,73.8665730337079,2.89044943820225,2.89044943820225,"Forest Industry","Other Business",TRUE,TRUE
799,"10216","Houghton",640,640,2767,71.1460065052403,74.0325262016624,2.88651969642211,2.88651969642211,"Forest Industry","Forest Industry",FALSE,TRUE
800,"4934","Houghton",80,80,354,51.9180790960452,49.0338983050847,-2.88418079096045,2.88418079096045,"Forest Industry","Forest Industry",FALSE,TRUE
801,"10196","Houghton",120,120,531,76.1129943502825,78.9962335216572,2.88323917137475,2.88323917137475,"Forest Industry","Forest Industry",FALSE,TRUE
802,"17543","Houghton",40,40,179,67.7206703910614,70.6033519553073,2.88268156424581,2.88268156424581,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
803,"17500","Houghton",121.28,121.28,545,72.0935779816514,74.9761467889908,2.88256880733945,2.88256880733945,"Forest Industry","Other Business",TRUE,TRUE
804,"27100","Keweenaw",160,160,704,76.8125,79.6931818181818,2.88068181818181,2.88068181818181,"Forest Industry","Other Business",TRUE,TRUE
805,"33417","Houghton",319.82,319.82,1420,69.0176056338028,71.8964788732394,2.87887323943661,2.87887323943661,"Other Business","Other Business",FALSE,TRUE
